specimen_local_id,Group,lineage_from_mtDNA,latitude,longitude,morph_SVL,morph_head_width,morph_head_length,morph_sex,morph_hind_leg_length,number_pores_males,trunk_length,trunk_width,foreleg_length,femur_length,head_depth,snout_length,snout_depth,naris_to_eye,eye_to_ear,internarial_dist,interorbital_dist,orbit_length,rostral_scale_height,rostral_scale_width,supralabial_scales,infralabial_scales,internarial_scales,tail_length,tail_depth,tail_width,age,toe_length,number_toe_lamellae,division_type,number_finger_lamellae
85700,clade1,koira1,-14.88556,126.35986,66.12,13,13,F,7.22,,,,,7,,,,,,,,,,,,,,,,,,,,,
85792,clade1,koira1,-14.7824,126.6356,70.63,12,16,F,10.92,,,,,10,,,,,,,,,,,,,,,,,,,,,
85793,clade1,koira1,-14.7824,126.6356,63.62,11,15,F,8.05,,,,,8,,,,,,,,,,,,,,,,,,,,,
86144,clade1,koira1,-17.29543,127.25835,51.19,10,12,F,9.22,,,,,9,,,,,,,,,,,,,,,,,,,,,
86145,clade1,koira1,-17.29543,127.25835,65.14,12,16,F,11.03,,,,,11,,,,,,,,,,,,,,,,,,,,,
86365,clade1,koira1,-15.72028,127.81917,68.37,13,15,F,8.94,,,,,8,,,,,,,,,,,,,,,,,,,,,
86366,clade1,koira1,-15.71679,127.83808,71.3,12,15,F,10.13,,,,,10,,,,,,,,,,,,,,,,,,,,,
86372,clade1,koira1,-15.72028,127.81917,60.96,11,15,F,10.1,,,,,10,,,,,,,,,,,,,,,,,,,,,
86373,clade1,koira1,-15.72028,127.81917,60.15,10,14,F,8.66,,,,,8,,,,,,,,,,,,,,,,,,,,,
86375,clade1,koira1,-15.72028,127.81917,52.79,9,14,F,8.65,,,,,8,,,,,,,,,,,,,,,,,,,,,
86638,clade1,koira1,-15.81605,128.097972,74,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
90652,clade1,koira1,-18.75097,126.08003,66.22,12,16,F,9.27,,27.83,10.13,8.11,9,7.63,6.07,5,,,,,,,,,,,,,,,6.54,10,,
90654,clade1,koira1,-18.75097,126.08003,74.28,13,16,F,9.96,,31.97,11.69,8.7,9,7.71,6.41,5,,,,,,,,,,,,,,,7.01,10,,
90726,clade1,koira1,-14.60824,126.93172,72.66,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
91489,clade1,koira1,-14.78893,126.49552,82,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
91628,clade1,koira1,-14.91948,126.64298,71,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
91629,clade1,koira1,-14.91948,126.64298,65,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
91633,clade1,koira1,-14.91948,126.64298,69,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
91634,clade1,koira1,-14.91948,126.64298,74,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
91759,clade1,koira1,-15.0273,126.66611,57,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
91767,clade1,koira1,-15.02725,126.66505,77,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
91770,clade1,koira1,-15.05594,126.7236,79,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
92114,clade1,koira1,-15.7652,128.7402,80.45,14,17,F,10.05,,,,,10,,,,,,,,,,,,,,,,,,,,,
93459,clade1,koira1,-16.11707,128.73813,73.51,13,16,F,9.19,,33.27,12.66,8.15,9,7.3,6.56,5,,,,,,,,,,,,,,,7.87,10,,
93460,clade1,koira1,-16.11707,128.73813,46.55,9,12,F,7.1,,,,,7,,,,,,,,,,,,,,,,,,,,,
93635,clade1,koira1,-16.45158,130.10257,78.29,13,17,F,9.96,,33.61,13.21,9.07,9,7.97,7.6,6,,,,,,,,,,,,,,,8.05,11,,
93706,clade1,koira1,-17.32335,128.41252,69.8,13,16,F,9.35,,,,,9,,,,,,,,,,,,,,,,,,,,,
93707,clade1,koira1,-17.32335,128.41252,57.86,11,14,F,6.14,,,,,6,,,,,,,,,,,,,,,,,,,,,
93734,clade1,koira1,-16.74565,128.28288,75.4,13,16,F,9.73,,33.7,12.61,8.57,9,7.73,6.79,5,,,,,,,,,,,,,,,7.64,10,,
93755,clade1,koira1,-17.3393,128.37222,46.15,8,12,F,6.88,,,,,6,,,,,,,,,,,,,,,,,,,,,
93761,clade1,koira1,-17.32335,128.41252,65.31,12,14,F,8.61,,28.19,10.41,7.51,8,6.32,5.6,4,,,,,,,,,,,,,,,6.61,9,,
95561,clade1,koira1,-15.77024,128.75273,70.4,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
97985,clade1,koira1,-14.34899,127.74937,68.82,10,15,F,8.81,,,,,8,,,,,,,,,,,,,,,,,,,,,
101849,clade1,koira1,-15.47461,131.1312,66.93,12,14,F,10.24,,29.87,12.65,8.65,10,6.31,6.25,4,,,,,,,,,,,,,,,5.99,9,,
101858,clade1,koira1,-15.46039,131.3002,75.72,14,16,F,10.7,,35.49,14.62,9.5,10,7.18,7.93,5,,,,,,,,,,,,,,,8.03,10,,
101917,clade1,koira1,-16.6001,128.34427,54.4,11,13,F,8.66,,22.73,10.94,7.77,8,4.92,5.66,3,,,,,,,,,,,,,,,5.66,9,,
101918,clade1,koira1,-16.6001,128.34427,71.61,14,16,F,11.17,,28.13,13.65,9.83,11,5.83,7.8,4,,,,,,,,,,,,,,,7.93,10,,
102067,clade1,koira1,-17.52972,126.31295,68.18,13,16,F,9.96,,27.05,12.28,8.53,9,6.31,7.43,5,,,,,,,,,,,,,,,6.42,10,,
102075,clade1,koira1,-17.44576,126.18852,64.43,11,15,F,8.49,,28.08,11.34,7.92,8,6.23,6.49,5,,,,,,,,,,,,,,,6.97,9,,
102121,clade1,koira1,-15.53519,128.71225,59.3,12,12,F,9.25,,24.03,11.36,7.15,9,5.33,5.87,4,,,,,,,,,,,,,,,6.18,10,,
52655,clade1,koira1,-17.45,128.4,79,15,19,F,12.2,,37.7,11.9,11.2,12,8.9,9.3,6,,,,,,,,,,,,,,,7.9,10,,
92115,clade1,koira1,-15.7652,128.7402,55.25,10,13,F,8.31,,,,,8,,,,,,,,,,,,,,,,,,,,,
93673,clade1,koira1,-18.42522,127.81967,65.65,12,16,F,9.38,,,,,9,,,,,,,,,,,,,,,,,,,,,
93674,clade1,koira1,-18.42522,127.81967,73.6,13,16,F,9.96,,,,,9,,,,,,,,,,,,,,,,,,,,,
102727,clade1,koira1,-15.75,129.0833333,59.05,11.37,14.63,F,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,
102732,clade1,koira1,-15.75,129.0833333,66.96,12.31,14.92,F,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,
102742,clade1,koira1,-15.32466667,130.1025,68.05,12.39,15.59,F,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,
102743,clade1,koira1,-15.32466667,130.1025,74.37,13.27,16.87,F,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,
102784,clade1,koira1,-15.43333333,129.8666667,74.82,14.01,17.05,F,10,,,,,,,,,,,,,,,,,,,,,,,,,,
102786,clade1,koira1,-15.43333333,129.8666667,52.13,9.72,12.34,F,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,
102788,clade1,koira1,-16.08616667,130.383,75.65,13.9,17.43,F,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,
102791,clade1,koira1,-16.74516667,128.2825,70.73,14.04,16.41,F,10.11,,,,,,,,,,,,,,,,,,,,,,,,,,
85374,clade1,koira1,-15.87197,129.05005,86.34,16,18,M,8.41,,,,,8,,,,,,,,,,,,,,,,,,,,,
85674,clade1,koira1,-14.75187,126.47722,75.89,15,18,M,9.54,,,,,9,,,,,,,,,,,,,,,,,,,,,
85795,clade1,koira1,-14.7824,126.6356,65.3,11,15,M,8.19,,,,,8,,,,,,,,,,,,,,,,,,,,,
85853,clade1,koira1,-14.7863,126.6338,69.07,11,16,M,9.61,,,,,9,,,,,,,,,,,,,,,,,,,,,
85865,clade1,koira1,-14.7811,126.6349,79.62,12,18,M,9.35,,,,,9,,,,,,,,,,,,,,,,,,,,,
85866,clade1,koira1,-14.7811,126.6349,67.96,12,15,M,9.05,17,28.71,11.46,7.97,9,7.14,6.18,5,,,,,,,,,,,,,,,6.88,10,,
86368,clade1,koira1,-15.72028,127.81917,74.7,13,16,M,9.63,19,33.92,12.76,8.43,9,7.83,6.7,5,,,,,,,,,,,,,,,6.96,10,,
86371,clade1,koira1,-15.72028,127.81917,78.69,15,17,M,11.44,,,,,11,,,,,,,,,,,,,,,,,,,,,
86374,clade1,koira1,-15.72028,127.81917,73.48,13,16,M,9.45,23,32.57,13.18,8.04,9,9.05,6.55,5,,,,,,,,,,,,,,,6.66,10,,
90651,clade1,koira1,-18.75097,126.08003,73.29,13,17,M,10.06,15,30.89,11.59,8.55,10,7.9,6.8,5,,,,,,,,,,,,,,,7.34,11,,
91580,clade1,koira1,-15.01137,126.83531,79,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
91582,clade1,koira1,-15.01137,126.83531,75,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
91583,clade1,koira1,-15.01137,126.83531,75,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
91627,clade1,koira1,-14.91948,126.64298,67,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
91704,clade1,koira1,-14.78263,127.10153,75,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
91768,clade1,koira1,-15.02725,126.66505,77,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
91771,clade1,koira1,-15.05594,126.7236,80,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
91773,clade1,koira1,-15.05594,126.7236,73,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
93494,clade1,koira1,-17.44611,126.18814,72.9,13,16,M,9.62,16,32.27,12.08,8.56,9,7.58,6.3,5,,,,,,,,,,,,,,,7.55,9,,
93688,clade1,koira1,-18.42522,127.81967,69.45,13,15,M,8.81,13,30.89,11.48,7.78,8,6.74,6.41,5,,,,,,,,,,,,,,,7.22,10,,
93704,clade1,koira1,-17.32335,128.41252,43.74,8,10,M,5.23,,,,,5,,,,,,,,,,,,,,,,,,,,,
93705,clade1,koira1,-17.32335,128.41252,54.47,10,13,M,7.1,,,,,7,,,,,,,,,,,,,,,,,,,,,
93729,clade1,koira1,-16.74565,128.28288,74.91,14,16,M,9.77,18,31.83,12.74,8.32,9,7.48,6.63,5,,,,,,,,,,,,,,,7.89,10,,
93740,clade1,koira1,-15.83406,129.10477,70.82,13,17,M,9.13,14,32.47,12.11,8.37,9,7.5,6.86,5,,,,,,,,,,,,,,,7.31,10,,
93741,clade1,koira1,-15.83406,129.10477,72.26,12,17,M,10.74,,,,,10,,,,,,,,,,,,,,,,,,,,,
93759,clade1,koira1,-17.32335,128.41252,66.62,12,15,M,8.76,20,27.43,11.42,7.79,8,6.98,6.25,4,,,,,,,,,,,,,,,7.41,9,,
93760,clade1,koira1,-17.32335,128.41252,14.76,7,12,M,6.77,,,,,6,,,,,,,,,,,,,,,,,,,,,
93786,clade1,koira1,-18.72223,126.06403,67,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
93813,clade1,koira1,-18.61408,126.08385,67,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
93822,clade1,koira1,-18.60261,126.07491,70,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
96549,clade1,koira1,-14.459894,127.859855,73,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
96558,clade1,koira1,-14.484963,127.819458,70,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
101834,clade1,koira1,-15.47382,131.13043,77.58,14,16,M,11.66,16,37.96,14.6,9.65,11,7.89,8.88,5,,,,,,,,,,,,,,,7.41,9,,
101916,clade1,koira1,-15.889605,130.246876,80.37,14,18,M,11.47,14,38.35,14.92,9.81,11,7.68,8.41,5,,,,,,,,,,,,,,,7.42,10,,
101939,clade1,koira1,-16.57263,128.33977,77.18,15,18,M,11.08,12,33.52,14.94,9.56,11,6.82,7.76,5,,,,,,,,,,,,,,,7.13,10,,
101940,clade1,koira1,-16.57263,128.33977,76.6,14,16,M,11.65,14,31.84,16.32,9.66,11,7.04,7.41,5,,,,,,,,,,,,,,,7.06,10,,
101973,clade1,koira1,-16.76551,128.27301,70.61,14,16,M,10.68,18,29.79,13.54,9.59,10,6.23,7.79,4,,,,,,,,,,,,,,,7.08,9,,
102001,clade1,koira1,-18.73717,126.09333,76.16,16,18,M,12.9,17,37.66,14.77,9.41,12,7.03,9.83,5,,,,,,,,,,,,,,,7.3,9,,
102071,clade1,koira1,-17.52972,126.31295,73.49,15,17,M,11.56,17,32.01,13.89,9.29,11,6.57,7.76,4,,,,,,,,,,,,,,,6.14,8,,
102130,clade1,koira1,-15.17884,128.63002,77.2,15,18,M,12.63,13,30.79,13.09,9.48,12,7.26,8.83,5,,,,,,,,,,,,,,,7.51,9,,
102131,clade1,koira1,-15.17884,128.63002,79.08,15,18,M,12.79,18,29.66,12.75,10.86,12,8.06,7.66,6,,,,,,,,,,,,,,,7.65,10,,
52657,clade1,koira1,-17.45,128.4,94.6,17,21,M,15.1,16,43.3,15,14,15,10.6,10.3,7,,,,,,,,,,,,,,,10.3,11,,
86389,clade1,koira1,-16.02819,130.78358,66.42,14,18,M,8.71,,,,,8,,,,,,,,,,,,,,,,,,,,,
86390,clade1,koira1,-16.02819,130.78358,69.81,13,17,M,10.24,,,,,10,,,,,,,,,,,,,,,,,,,,,
93511,clade1,koira1,-15.73106,128.73973,53.81,11,14,M,7.82,,,,,7,,,,,,,,,,,,,,,,,,,,,
93514,clade1,koira1,-15.73106,128.73973,69.69,14,16,M,10.4,,,,,10,,,,,,,,,,,,,,,,,,,,,
93691,clade1,koira1,-18.42522,127.81967,75.26,13,17,M,9.51,,,,,9,,,,,,,,,,,,,,,,,,,,,
93720,clade1,koira1,-15.8336,129.11021,71.27,13,17,M,10.62,,,,,10,,,,,,,,,,,,,,,,,,,,,
93721,clade1,koira1,-15.8336,129.11021,76.73,12,17,M,10.39,,,,,10,,,,,,,,,,,,,,,,,,,,,
97991,clade1,koira1,-14.34899,127.74937,72.6,12,16,M,9.86,,,,,9,,,,,,,,,,,,,,,,,,,,,
102726,clade1,koira1,-15.75,129.0833333,48.93,8.91,11.86,M,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,
102733,clade1,koira1,-15.75,129.0833333,68.54,12.38,16.5,M,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,
102783,clade1,koira1,-13.67833333,136.6635,58.93,11.22,13.9,M,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,
102785,clade1,koira1,-15.43333333,129.8666667,72.94,13.7,16.28,M,10.53,,,,,,,,,,,,,,,,,,,,,,,,,,
102787,clade1,koira1,-14.731,129.7373333,66.15,12.7,14.85,M,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,
102790,clade1,koira1,-15.71466667,128.2563333,75.22,13.97,17.29,M,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,
102793,clade1,koira1,-15.34933333,129.0211667,72.5,13.7,17.32,M,10.49,,,,,,,,,,,,,,,,,,,,,,,,,,
93588,clade1,koira2,-13.12641,130.80463,77.36,13,16,F,9.93,,34.72,12.98,8.8,9,7.7,6.89,5,,,,,,,,,,,,,,,8.18,10,,
96982,clade1,koira2,-13.71,130.71,69.95,12,15,F,9.32,,30.14,11.43,8.01,9,8.46,6.52,5,,,,,,,,,,,,,,,7.11,10,,
96983,clade1,koira2,-13.55,131.13,76.35,14,17,F,9.45,,34.28,11.98,8.22,9,8.66,6.87,6,,,,,,,,,,,,,,,7.81,10,,
102746,clade1,koira2,-13.35,131.1166667,65.32,11.55,14.15,F,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,
68528,clade1,koira2,-13.22,130.73,75.52,13,17,M,9.44,10,32.48,11.64,8.3,9,8.26,6.86,6,,,,,,,,,,,,,,,7.49,10,,
84609,clade1,koira2,-14.25601667,130.8936,71.39,12,16,M,9.59,12,30.23,11.58,8.17,9,8.41,6.39,5,,,,,,,,,,,,,,,6.75,10,,
93535,clade1,koira2,-13.19654,130.71394,66.85,12,15,M,8.92,9,28.31,10.55,7.71,8,6.84,6.36,4,,,,,,,,,,,,,,,7.22,10,,
93537,clade1,koira2,-13.19654,130.71394,72.2,13,16,M,9.4,10,32.77,12.1,8.22,9,7.36,6.8,5,,,,,,,,,,,,,,,8.11,10,,
96984,clade1,koira2,-13.28506667,131.1174333,76.09,14,17,M,10.03,9,33.37,11.9,8.51,10,8.82,6.93,6,,,,,,,,,,,,,,,7.4,10,,
96985,clade1,koira2,-13.28506667,131.1174333,79.53,14,17,M,9.95,13,34.18,12.53,8.47,9,8.88,6.86,6,,,,,,,,,,,,,,,7.49,9,,
100882,clade1,koira2,-13.59147,131.16756,78.62,13,17,M,9.87,10,33.16,12.31,8.92,9,8.61,7.19,6,,,,,,,,,,,,,,,7.35,10,,
100938,clade1,koira2,-13.50956,130.77269,71.45,13,17,M,9.6,10,30.21,11.6,8.57,9,7.89,6.95,5,,,,,,,,,,,,,,,7.04,10,,
100883,clade1,koira2,-13.59147,131.16756,74.98,13,17,M,9.72,11,31.7,11.77,8.79,9,8.53,7.3,5,,,,,,,,,,,,,,,7.28,10,,
102792,clade1,koira2,-13.48383333,131.1476667,77.84,14.69,17.31,M,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,
102794,clade1,koira2,-13.22216667,131.0905,72.52,14,17.48,M,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,
96836,clade1,koira3,-18.391,125.84,72,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
101952,clade1,koira3,-16.66349,128.52646,77.09,15,16,F,11.04,,35.53,14.19,9.32,11,7.28,8.11,5,,,,,,,,,,,,,,,6.8,9,,
101954,clade1,koira3,-16.66349,128.52646,67.28,12,14,F,9.65,,29.97,11.61,8.39,9,6.62,6.44,5,,,,,,,,,,,,,,,6.09,10,,
101955,clade1,koira3,-16.66349,128.52646,69.77,14,16,F,10.43,,32.97,12.01,8.88,10,6.9,7.08,5,,,,,,,,,,,,,,,6.92,9,,
102006,clade1,koira3,-18.36966,125.73631,64.78,12,15,F,9.92,,26.93,12.85,8.93,9,5.82,6.16,4,,,,,,,,,,,,,,,7.06,8,,
102142,clade1,koira3,-16.59644,128.95357,64.5,13,16,F,10.3,,27.64,11.72,7.8,10,7.33,7.07,5,,,,,,,,,,,,,,,5.19,9,,
102146,clade1,koira3,-16.60579,128.95433,69,14,15,F,10.59,,30.87,12.8,8.73,10,6.79,6.25,5,,,,,,,,,,,,,,,6.72,10,,
96784,clade1,koira3,-18.3272,125.765,67,13,15,F,10,,,,,10,,,,,,,,,,,,,,,,,,,,,
96785,clade1,koira3,-18.3272,125.765,75,15,17,F,11,,,,,11,,,,,,,,,,,,,,,,,,,,,
96786,clade1,koira3,-18.3272,125.765,80,15,18,F,10,,,,,10,,,,,,,,,,,,,,,,,,,,,
96789,clade1,koira3,-18.3272,125.765,69,13,16,F,11,,,,,11,,,,,,,,,,,,,,,,,,,,,
96813,clade1,koira3,-18.4044,125.837,66.17,12,15,F,8.39,,28.8,10.79,8.25,8,7.71,6.08,5,,,,,,,,,,,,,,,5.67,9,,
96837,clade1,koira3,-18.391,125.84,71,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
96838,clade1,koira3,-18.391,125.84,70,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
96883,clade1,koira3,-18.5149,125.9256,64.18,12,14,F,8.16,,29.15,10.5,7.82,8,7.02,5.59,5,,,,,,,,,,,,,,,4.96,9,,
96790,clade1,koira3,-18.3272,125.765,67.59,14,16,M,8.71,11,29.69,11.17,8.37,8,8.27,6.07,5,,,,,,,,,,,,,,,6.94,9,,
96791,clade1,koira3,-18.3272,125.765,73.68,14,17,M,9.46,12,32.35,12.55,8.58,9,8.37,6.82,6,,,,,,,,,,,,,,,7.1,10,,
96882,clade1,koira3,-18.5149,125.9256,70.05,12,16,M,8.47,9,32.54,11.06,8.79,8,8.28,6.34,5,,,,,,,,,,,,,,,5.95,10,,
101953,clade1,koira3,-16.66349,128.52646,75.92,16,16,M,11.1,12,35.26,15.43,9.15,11,8.19,7.31,6,,,,,,,,,,,,,,,7.33,9,,
102149,clade1,koira3,-16.60579,128.95433,71.86,15,16,M,10.66,14,31.12,14.07,9.03,10,7.58,7.02,6,,,,,,,,,,,,,,,5.7,9,,
96783,clade1,koira3,-18.3272,125.765,71,13,15,M,9.7,,,,,9,,,,,,,,,,,,,,,,,,,,,
85571,clade1,koira4,-14.83431,126.29359,64.73,12,13,F,8.34,,,,,8,,,,,,,,,,,,,,,,,,,,,
85670,clade1,koira4,-14.78444,126.49049,62.35,12,14,F,8.28,,,,,8,,,,,,,,,,,,,,,,,,,,,
85794,clade1,koira4,-14.7824,126.6356,65.8,11,15,F,8.09,,,,,8,,,,,,,,,,,,,,,,,,,,,
85852,clade1,koira4,-14.7842,126.6351,67.54,10,14,F,7.84,,,,,7,,,,,,,,,,,,,,,,,,,,,
85856,clade1,koira4,-14.7832,126.6349,66.23,9,14,F,7.42,,,,,7,,,,,,,,,,,,,,,,,,,,,
85934,clade1,koira4,-17.06662,125.2501,59.86,12,14,F,8.08,,,,,8,,,,,,,,,,,,,,,,,,,,,
85935,clade1,koira4,-17.06662,125.2501,60.22,12,13,F,9.13,,,,,9,,,,,,,,,,,,,,,,,,,,,
85936,clade1,koira4,-17.06662,125.2501,62.25,12,13,F,8.76,,,,,8,,,,,,,,,,,,,,,,,,,,,
85937,clade1,koira4,-17.06662,125.2501,64.88,12,14,F,8.1,,28.03,10.66,7.41,8,7.72,6.09,5,,,,,,,,,,,,,,,6.46,8,,
85995,clade1,koira4,-16.81841,124.92006,58.99,11,12,F,7.38,,,,,7,,,,,,,,,,,,,,,,,,,,,
86004,clade1,koira4,-16.81841,124.92073,68.04,13,15,F,9.53,,,,,9,,,,,,,,,,,,,,,,,,,,,
90473,clade1,koira4,-16.81799,124.92066,64.84,12,14,F,8.2,,28,10.91,7.37,8,7.47,6.05,5,,,,,,,,,,,,,,,5.98,9,,
96916,clade1,koira4,-17.1686,125.3611,58.49,10,14,F,7.21,,24.66,9.49,6.14,7,6.32,5.7,4,,,,,,,,,,,,,,,5.55,9,,
102020,clade1,koira4,-17.06739,125.24787,53.77,10,13,F,8.9,,20.94,11.02,7.03,8,5.29,5.36,4,,,,,,,,,,,,,,,4.86,9,,
85404,clade1,koira4,-15.37866,126.31163,73.69,13,16,M,9.06,11,32.91,12.83,7.85,9,8.12,6.64,6,,,,,,,,,,,,,,,7.85,9,,
85424,clade1,koira4,-15.37926,126.31271,62.53,11,14,M,7.88,10,25.92,11.21,6.95,7,7.16,5.77,5,,,,,,,,,,,,,,,7.26,9,,
85570,clade1,koira4,-14.8347,126.30013,65.55,12,14,M,7.86,9,27.02,11.74,7.05,7,7.32,5.81,5,,,,,,,,,,,,,,,6.56,9,,
85573,clade1,koira4,-14.85224,126.2785,43.24,8,10,M,6.09,,,,,6,,,,,,,,,,,,,,,,,,,,,
85673,clade1,koira4,-14.73119,126.46005,59.93,11,14,M,8.07,,,,,8,,,,,,,,,,,,,,,,,,,,,
85678,clade1,koira4,-14.74059,126.46608,52.21,9,12,M,7.22,10,20.96,8.99,6.05,7,5.46,5.14,3,,,,,,,,,,,,,,,5.42,8,,
85984,clade1,koira4,-16.81841,124.92093,69.42,12,15,M,8.35,9,29.64,11.51,6.95,8,7.98,6.42,5,,,,,,,,,,,,,,,7.38,8,,
90472,clade1,koira4,-16.81799,124.92066,68.34,12,15,M,8.45,9,29.26,10.99,7.53,8,7.57,6.07,5,,,,,,,,,,,,,,,6.08,9,,
90593,clade1,koira4,-17.12977,125.24276,60.69,11,14,M,7.26,9,25.78,9.87,6.46,7,7.14,5.88,5,,,,,,,,,,,,,,,5.54,9,,
90599,clade1,koira4,-17.067686,125.247686,63.07,11,14,M,7.59,10,26.99,9.54,6.63,7,6.79,5.67,5,,,,,,,,,,,,,,,6.28,9,,
96917,clade1,koira4,-17.1686,125.3611,60.47,10,13,M,7.66,9,27.67,9.57,6.52,7,6.53,5.61,5,,,,,,,,,,,,,,,6.52,8,,
96918,clade1,koira4,-17.1686,125.3611,56.12,10,12,M,7.06,9,23.4,9.17,5.95,7,6.14,5.27,4,,,,,,,,,,,,,,,5.51,8,,
96921,clade1,koira4,-17.0669,125.2476,50.06,9,11,M,6.9,10,22.18,8.29,5.4,6,5.26,4.75,4,,,,,,,,,,,,,,,5.19,8,,
96922,clade1,koira4,-17.0669,125.2476,56.69,10,13,M,7.36,11,23.36,8.51,6.3,7,7.55,5.95,4,,,,,,,,,,,,,,,6.04,8,,
45371,clade3,lazelli,-29.915,139.666,63.79,12,15,F,8.31,,28.13,12.6,8.07,8,6.03,6.38,4,,,,,,,,,,,,,,,,7,,
45406,clade3,lazelli,-29.91527,139.66638,65.88,12,15,F,8.45,,28.5,12.68,7.49,8,5.94,6.42,4,,,,,,,,,,,,,,,,8,,
45821,clade3,lazelli,-30.08471,139.52193,56.41,11,14,F,7.18,,22.62,12.12,6.88,7,5.91,5.72,4,,,,,,,,,,,,,,,,7,,
46369,clade3,lazelli,-29.83583,139.54888,68.68,13,16,F,8.73,,29.35,13.14,8.1,8,6.15,6.66,4,,,,,,,,,,,,,,,,8,,
45373,clade3,lazelli,-29.90416,139.43777,64.6,13,16,F,8.17,,26.81,12.88,7.25,8,6.09,5.99,4,,,,,,,,,,,,,,,,8,,
45387,clade3,lazelli,-29.90416,139.43777,64.21,12,16,F,8.05,,26.87,12.86,7.42,8,6.19,7,4,,,,,,,,,,,,,,,,8,,
45980,clade3,lazelli,-30.81638,138.96583,48.28,10,11,F,5.5,,20.2,9.84,6.17,5,5.08,4.57,4,,,,,,,,,,,,,,,3.8,8,,
45388,clade3,lazelli,-29.92,139.67,65.2,13,15,F,8.16,,25.13,12.91,7.75,8,7.11,6.4,5,,,,,,,,,,,,,,,,7,,
45394,clade3,lazelli,-29.915,139.666,65.98,13,16,M,9.04,16,28.23,13.09,7.81,9,6.03,6.32,4,,,,,,,,,,,,,,,,7,,
45395,clade3,lazelli,-29.915,139.666,69.39,12,16,M,8.62,14,30.11,13.71,8.04,8,6.57,6.59,5,,,,,,,,,,,,,,,,8,,
45813,clade3,lazelli,-30.08138,139.60194,63.3,12,15,M,7.89,15,25.11,12.53,6.96,7,5.6,5.86,4,,,,,,,,,,,,,,,,8,,
45823,clade3,lazelli,-30.08138,139.60194,59.7,11,15,M,7.47,14,24.26,12.44,7.11,7,5.63,5.62,4,,,,,,,,,,,,,,,,7,,
45825,clade3,lazelli,-30.08082,139.6025,61.85,12,15,M,7.63,15,25.49,12.13,7.21,7,5.11,6.2,4,,,,,,,,,,,,,,,,7,,
45826,clade3,lazelli,-30.08054,139.60444,58.42,12,15,M,7.84,16,22.67,11.83,7.03,7,6.16,6.34,5,,,,,,,,,,,,,,,,7,,
45829,clade3,lazelli,-29.83999,139.54694,65.84,13,16,M,7.9,15,27.69,12.69,7.29,7,6.56,6.66,5,,,,,,,,,,,,,,,,8,,
45834,clade3,lazelli,-30.08304,139.5211,54.93,11,13,M,6.6,17,21.7,11.56,6.25,6,5.45,5.56,4,,,,,,,,,,,,,,,,8,,
46236,clade3,lazelli,-29.91527,139.66638,64.15,12,15,M,7.75,13,28.72,11.99,7.93,7,5.85,6.33,4,,,,,,,,,,,,,,,,7,,
45404,clade3,lazelli,-29.91527,139.66638,66.12,12,16,M,8.7,19,28.37,13.32,8.44,8,5.85,6.59,5,,,,,,,,,,,,,,,,8,,
