specimen_local_id,Group,lineage_from_mtDNA,latitude,longitude,morph_SVL,morph_head_width,morph_head_length,morph_sex,morph_hind_leg_length,number_pores_males,trunk_length,trunk_width,foreleg_length,femur_length,head_depth,snout_length,snout_depth,naris_to_eye,eye_to_ear,internarial_dist,interorbital_dist,orbit_length,rostral_scale_height,rostral_scale_width,supralabial_scales,infralabial_scales,internarial_scales,tail_length,tail_depth,tail_width,age,toe_length,number_toe_lamellae,division_type,number_finger_lamellae
62941,clade3,cryptaGV7,-23.067222,118.885833,45.02,9,10,M,5.84,13,18.94,8.39,5.06,5,5.03,3.65,3,,,,,,,,,,,,,,,,6,,
63063,clade3,cryptaGV7,-20.5275,116.821389,39.18,7,9,M,5.21,12,15.61,7.03,4.35,5,4.84,3.47,3,,,,,,,,,,,,,,,,7,,
54365,clade3,cryptaGV7,-20.766667,115.4,31.9,6,8,M,4.54,11,10.39,5.34,4.48,4,4.2,2.91,2,,,,,,,,,,,,,,,,6,,
57834,clade3,cryptaGV7,-20.8,115.383333,40.08,8,9,M,5.54,11,17.26,7.95,5.38,5,5.42,3.6,3,,,,,,,,,,,,,,,,6,,
57859,clade3,cryptaGV7,-20.85,115.4,40.71,8,9,M,5.25,11,16.62,8.22,5.05,5,5.3,3.59,3,,,,,,,,,,,,,,,,6,,
57974,clade3,cryptaGV7,-20.766667,115.45,41.24,8,10,M,5.81,11,17.17,8.73,5.64,5,5.44,3.74,3,,,,,,,,,,,,,,,,7,,
61785,clade3,cryptaGV7,-20.386667,115.551111,48.28,9,11,M,6.75,11,18.13,9.28,6.26,6,5.92,3.96,4,,,,,,,,,,,,,,,,7,,
62197,clade3,cryptaGV7,-20.798056,115.349167,34.75,6,9,M,4.93,10,13.97,5.91,4.79,4,4.22,3.24,3,,,,,,,,,,,,,,,,6,,
57826,clade3,cryptaGV7,-20.8,115.383333,40.77,8,9,M,5.7,11,17.67,7.6,5.56,5,5.32,3.59,3,,,,,,,,,,,,,,,,6,,
101409,clade1,CYsp,-8.8079,141.66188,68.29,12,15,F,8.38,,30.01,11.28,7.47,8,7.46,6.53,5,,,,,,,,,,,,,,,7,8,,
101405,clade1,CYsp,-8.71219,141.64673,69.31,13,16,M,8.74,17,30.98,11.87,7.87,8,8.61,6.85,5,,,,,,,,,,,,,,,7.36,9,,
101406,clade1,CYsp,-8.71219,141.64673,63.75,12,14,M,8.43,15,27.69,10.77,7.6,8,7.48,6.48,5,,,,,,,,,,,,,,,7.12,9,,
101408,clade1,CYsp,-8.83886,141.63742,70.54,13,15,M,8.76,18,31.49,11.59,7.68,8,9.02,6.6,6,,,,,,,,,,,,,,,7.69,9,,
84806,clade1,dubia,-18.79332,143.48152,41.64,6,9,F,5.14,,,,,5,,,,,,,,,,,,,,,,,,,,,
84807,clade1,dubia,-18.79332,143.48152,59.93,8,13,F,7.52,,,,,7,,,,,,,,,,,,,,,,,,,,,
84977,clade1,dubia,-18.70256,138.4837,58.76,9,13,F,7.29,,24.79,9.37,5.61,7,6.15,5.02,4,,,,,,,,,,,,,,,5.78,8,,
97635,clade1,dubia,-17.93452,141.75897,57.44,9,12,F,6.38,,,,,6,,,,,,,,,,,,,,,,,,,,,
97663,clade1,dubia,-18.79654,143.42195,55.62,9,11,F,6.85,,,,,6,,,,,,,,,,,,,,,,,,,,,
97664,clade1,dubia,-18.79654,143.42195,41.68,7,10,F,6.03,,,,,6,,,,,,,,,,,,,,,,,,,,,
97871,clade1,dubia,-16.22185,144.7083,56.17,8,12,F,6.88,,,,,6,,,,,,,,,,,,,,,,,,,,,
101503,clade1,dubia,-17.88445,137.49416,56.27,10,12,F,6.36,,24.49,9.49,5.4,6,5.23,4.53,4,,,,,,,,,,,,,,,5.38,9,,
84800,clade1,dubia,-18.81601,143.40706,43.98,7,10,F,5.79,,,,,5,,,,,,,,,,,,,,,,,,,,,
84801,clade1,dubia,-18.81601,143.40706,46.51,7,11,F,6.2,,,,,6,,,,,,,,,,,,,,,,,,,,,
97682,clade1,dubia,-18.79654,143.42195,45.28,7,11,F,5.57,,,,,5,,,,,,,,,,,,,,,,,,,,,
97872,clade1,dubia,-16.22185,144.7083,64.09,10,14,F,7.58,,,,,7,,,,,,,,,,,,,,,,,,,,,
84949,clade1,dubia,-20.14011,139.41176,56.88,10,12,M,6.62,13,24.84,9.7,5.55,6,5.69,4.63,4,,,,,,,,,,,,,,,6,8,,
85058,clade1,dubia,-17.45403,138.35869,56.14,9,12,M,6.51,12,25.67,9.8,5.65,6,6.15,4.67,4,,,,,,,,,,,,,,,5.46,8,,
97649,clade1,dubia,-18.19008,140.69069,55.79,9,11,M,7.28,,,,,7,,,,,,,,,,,,,,,,,,,,,
97681,clade1,dubia,-18.79654,143.42195,61.68,9,13,M,7.53,,,,,7,,,,,,,,,,,,,,,,,,,,,
97880,clade1,dubia,-18.16891,145.33864,67.6,12,14,M,7.2,,,,,7,,,,,,,,,,,,,,,,,,,,,
84781,clade3,einasleighensis,-18.37555,143.52261,31.48,6,8,F,4.58,,,,,4,,,,,,,,,,,,,,,,,,,,,
97701,clade3,einasleighensis,-18.27407,143.83688,33.32,6,7,F,4.59,,,,,4,,,,,,,,,,,,,,,,,,,,,
97634,clade3,einasleighensis,-18.28926,143.46529,41.66,7,11,F,5.27,,,,,5,,,,,,,,,,,,,,,,,,,,,
97644,clade3,einasleighensis,-18.23171,142.4129,38.66,7,8,F,5.02,,,,,5,,,,,,,,,,,,,,,,,,,,,
97661,clade3,einasleighensis,-18.79654,143.42195,38.35,6,9,F,5.43,,,,,5,,,,,,,,,,,,,,,,,,,,,
97684,clade3,einasleighensis,-18.79654,143.42195,35.72,6,8,F,4.73,,,,,4,,,,,,,,,,,,,,,,,,,,,
97729,clade3,einasleighensis,-17.37989,144.96419,36.1,6,8,F,4.43,,,,,4,,,,,,,,,,,,,,,,,,,,,
84803,clade3,einasleighensis,-18.79611,143.42386,35.86,7,8,M,4.9,16,14.55,7.72,3.74,4,3.97,3.38,3,,,,,,,,,,,,,,,,5,,
84804,clade3,einasleighensis,-18.79611,143.42386,36.55,7,8,M,5.02,14,14.77,7.92,4.1,5,4.36,3.45,2,,,,,,,,,,,,,,,,5,,
97633,clade3,einasleighensis,-18.28926,143.46529,37.17,7,8,M,5.33,15,15.05,7.8,5.06,5,3.74,3.33,2,,,,,,,,,,,,,,,,4,,
97643,clade3,einasleighensis,-18.23171,142.4129,37.28,7,8,M,5.28,11,14.91,7.58,4.85,5,4.1,3.43,3,,,,,,,,,,,,,,,,5,,
97659,clade3,einasleighensis,-18.79654,143.42195,35.42,7,9,M,5.65,,,,,5,,,,,,,,,,,,,,,,,,,,,
97675,clade3,einasleighensis,-17.37989,144.96419,32.9,5,7,M,4.94,,,,,4,,,,,,,,,,,,,,,,,,,,,
97711,clade3,einasleighensis,-18.5667,143.56871,36.02,7,8,M,5.02,14,14.14,7.2,4.51,5,4.09,3.26,3,,,,,,,,,,,,,,,,5,,
97728,clade3,einasleighensis,-17.37989,144.96419,40.18,7,8,M,5.33,16,16.89,7.4,5.08,5,4.2,3.49,3,,,,,,,,,,,,,,,,5,,
97660,clade3,einasleighensis,-18.79654,143.42195,37.31,7,9,M,5.27,,,,,5,,,,,,,,,,,,,,,,,,,,,
97662,clade3,einasleighensis,-18.79654,143.42195,36.13,6,8,M,5.14,,,,,5,,,,,,,,,,,,,,,,,,,,,
97666,clade3,einasleighensis,-18.79654,143.42195,36.77,6,8,M,4.89,,,,,4,,,,,,,,,,,,,,,,,,,,,
97683,clade3,einasleighensis,-18.79654,143.42195,36.77,7,8,M,5.01,,,,,5,,,,,,,,,,,,,,,,,,,,,
97702,clade3,einasleighensis,-18.27407,143.83688,36.64,6,8,M,5.1,,,,,5,,,,,,,,,,,,,,,,,,,,,
58911,clade2,girloorloo,-18.75,126.15,44.17,9,10,F,4.66,,17.34,,5.24,4,4.16,4.17,,3,2.43,1.52,3.17,2.4,0.93,1.66,7,7,1,,,,,,6,,5
90655,clade2,girloorloo,-18.75097,126.08003,46.975,8,10,F,5.69,,21.135,8.19,5.425,5,5.265,4.34,3,3,3.13,1.34,3.26,2.57,0.89,1.47,7,7,2,,,,,,7,,6
90656,clade2,girloorloo,-18.75097,126.08003,45.395,8,10,F,5.43,,19.575,7.76,5.11,5,5.19,4.31,3,3,2.75,1.21,3.14,2.9,0.96,1.72,7,7,,,,,,,7,,6
90657,clade2,girloorloo,-18.75097,126.08003,40.18,8,9,M,5.42,9,15.055,7,4.82,5,4.54,3.945,3,3,2.65,1.3,2.95,2.33,0.73,1.76,7,7,,,,,,,7,,6
90658,clade2,girloorloo,-18.75097,126.08003,42.22,8,10,M,5.325,9,18.8,8.13,4.815,5,5.255,3.98,3,3,2.87,1.26,2.52,2.69,1.01,1.53,8,8,,,,,,,7,,6
93780,clade2,girloorloo,-18.61407,126.08386,43.37,8,10,M,5.03,9,17.01,,4.99,5,4.87,4.87,,3,2.82,1.25,2.86,2.51,1.03,1.51,9,9,,,,,,,6,,5
93781,clade2,girloorloo,-18.61454,126.08339,41.45,8,10,M,5.17,11,16.92,,5.62,5,4,4.37,,3,2.46,1.36,3.03,2.76,0.85,1.71,8,8,,,,,,,6,,5
96801,clade2,girloorloo,-18.3352,125.7524,41.79,8,10,F,5.12,,16.63,,4.72,5,5.59,4.38,,3,3.04,1.5,3.15,2.54,0.98,1.75,8,7,,,,,,,6,,5
96845,clade2,girloorloo,-18.391,125.84,46,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
96787,clade2,girloorloo,-18.3272,125.765,47,9,11,F,5.9,,,,,5,,,,,,,,,,,,,,,,,,,,,
96797,clade2,girloorloo,-18.3272,125.765,41,8,10,M,4.67,8,16.48,,5.15,4,5.24,4.44,,3,2.83,1.2,3.04,2.58,0.91,1.41,8,7,1,,,,,,6,,6
96798,clade2,girloorloo,-18.3272,125.765,39.76,7,10,M,4.81,8,16.49,,3.94,4,4.7,3.85,,2,2.93,1.36,2.61,2.78,0.9,1.52,9,8,1,,,,,,7,,6
96810,clade2,girloorloo,-18.4044,125.837,41.25,8,10,M,5.43,9,18.38,,4.97,5,4.74,4.48,,3,2.94,1.49,3.24,2.43,0.87,1.49,8,7,,,,,,,7,,6
96847,clade2,girloorloo,-18.391,125.84,42,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
96876,clade2,girloorloo,-18.5149,125.9256,44.18,8,11,M,5.14,9,17.3,,4.82,5,3.99,4.63,,3,3.2,1.32,2.71,2.35,1.06,1.4,8,8,,,,,,,6,,6
96877,clade2,girloorloo,-18.5149,125.9256,42.16,8,10,M,4.91,8,18.68,,4.65,4,4.2,4.54,,3,2.66,1.27,2.63,2.42,0.92,1.36,9,8,,,,,,,6,,6
96788,clade2,girloorloo,-18.3272,125.765,40,7,9,M,5.8,,,,,5,,,,,,,,,,,,,,,,,,,,,
55517,clade2,granulum,-16.043056,123.283056,42.13,9,10,F,5.13,,16.64,,,5,4.25,4.52,,3,2.62,0.94,3.17,2.26,1.03,1.46,8,7,,,,,,,6,,6
55797,clade2,granulum,-15.3,124.25,43.11,8,9,F,4.33,,16.9,,4.89,4,5.33,4.56,,3,2.79,1.27,2.95,2.4,1.03,1.91,8,7,,,,,,,6,,5
56941,clade2,granulum,-16.044167,123.54,35.28,7,9,F,4.47,,13.49,,3.93,4,3.05,3.81,,3,2.54,0.91,2.87,2.3,0.82,1.43,8,7,,,,,,,6,,5
57584,clade2,granulum,-16.105,123.512222,37.11,7,9,F,4.92,,16.8,,3.95,4,3.81,3.83,,3,2.52,0.87,2.92,2.29,0.92,1.37,9,8,,,,,,,5,,5
58314,clade2,granulum,-16.370556,124.23,40.96,8,9,F,4.81,,18.63,,4.46,4,5.03,4.64,,3,3.27,1,2.65,2.24,1.1,1.49,8,7,,,,,,,5,,5
60515,clade2,granulum,-15.949444,124.558333,38,7,7,F,4.46,,13.39,,4.43,4,3.81,3.59,,3,2.45,0.97,2.9,1.98,1.04,1.45,8,7,,,,,,,5,,5
60527,clade2,granulum,-16.560278,123.355556,41.55,8,10,F,5.14,,17.07,,5.21,5,5,5.17,,4,3.35,1.14,3.15,,1.21,1.84,,7,,,,,,,6,,6
60540,clade2,granulum,-16.622778,123.470278,42.03,9,10,F,5.14,,15.93,,5.45,5,5.05,4.52,,3,3.39,1.42,3.02,2.89,0.96,1.8,8,7,,,,,,,6,,6
44583,clade2,granulum,-14.968611,124.9203,41.86,8,10,F,5.42,,20.62,,4.72,5,4.54,4.29,,3,2.8,1.1,2.99,2.3,0.85,1.61,8,7,,,,,,,6,,5
51490,clade2,granulum,-15.39,124.593056,34.83,7,9,F,3.64,,12.24,,3.27,3,3.09,4.01,,3,2.37,1.33,2.57,2.31,0.9,1.28,7,7,,,,,,,6,,5
52089,clade2,granulum,-15.39,124.593056,38.45,8,10,F,4.96,,12.8,,4.94,4,4.72,4.51,,3,2.92,1.53,3.08,2.36,1.06,1.53,8,8,,,,,,,5,,5
55021,clade2,granulum,-14.466667,125.533333,35.63,8,9,F,3.67,,16.99,,4.24,3,4.3,3.91,,3,3.35,0.74,3.05,2.16,0.91,1.43,8,7,,,,,,,5,,5
57381,clade2,granulum,-14.601944,125.203889,39.5,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
59250,clade2,granulum,-15.39,124.593056,37.61,7,9,F,4.45,,16.51,,4.72,4,3.98,4.02,,3,2.31,1.17,2.64,2.08,1.02,1.36,8,7,,,,,,,5,,5
85906,clade2,granulum,-14.6723,125.7319,45.73,8,9,F,7.64,,,,,7,,,,,,,,,,,,,,,,,,,,,
85907,clade2,granulum,-14.6723,125.7319,43.64,9,10,F,5.09,,16.49,8.19,4.285,5,4.02,4.495,3,3,3.31,1.04,3.55,2.39,0.86,1.55,8,7,,,,,,2.66,6,,5
44856,clade2,granulum,-15.981,125.3731,42.85,8,11,F,4.82,,17.22,,5.04,4,4.27,4.72,,3,3.48,1.13,2.8,2.36,1.08,1.64,7,7,,,,,,,6,,5
60547,clade2,granulum,-17.158889,125.307222,41.12,8,9,F,4.95,,16.81,,4.4,4,5.04,4.34,,3,3.02,1.21,2.8,2.33,1.04,1.5,8,7,,,,,,,6,,6
60551,clade2,granulum,-17.158889,125.307222,38.48,8,9,F,5.41,,17.5,,5.27,5,4.48,4.43,,3,2.83,0.96,2.94,2.58,0.84,1.37,8,7,,,,,,,6,,5
85971,clade2,granulum,-16.99333,125.20481,43.15,9,10,F,6.925,,16.125,7.77,5.255,6,4.17,4.53,3,3,3.46,1.17,2.91,2.4,1,1.59,8,7,1,,,,,2.78,6,,5
85973,clade2,granulum,-16.99333,125.20489,42.01,9,11,F,6.92,,,,,6,,,,,,,,,,,,,,,,,,,,,
90510,clade2,granulum,-16.54834,124.9961,39.155,7,9,F,5.12,,16.08,7.83,4.66,5,4.47,4.13,3,3,3.33,1.25,3.26,2.39,1.02,1.54,9,8,,,,,,2.3,6,,5
90511,clade2,granulum,-16.54834,124.9961,40.22,8,10,F,4.19,,18.2,,4.25,4,5.09,4.66,,3,2.74,1.26,2.72,2.35,1.08,1.3,7,7,1,,,,,,6,,5
44550,clade2,granulum,-16.120833,123.7319,40.8,8,9,M,4.6,13,18.31,,4.26,4,4.35,3.97,,3,2.88,0.94,3.29,2.06,1.06,1.5,8,7,,,,,,,6,,6
44651,clade2,granulum,-16.256389,123.8247,39.67,8,10,M,3.47,12,15.17,,4.51,3,4.64,4.81,,3,2.91,1.71,3.14,2.68,1.18,1.64,7,7,,,,,,,6,,6
56797,clade2,granulum,-16.220833,123.4475,40.16,9,10,M,5.38,13,14.46,,4.02,5,4.38,4.81,,4,3.72,1.19,2.84,2.4,0.87,1.57,7,7,,,,,,,5,,5
57755,clade2,granulum,-16.623056,123.470278,37.89,8,10,M,4.79,11,17.98,,5.28,4,4.67,4.61,,3,3,1.06,3.21,2.46,0.92,1.68,8,7,,,,,,,5,,5
58313,clade2,granulum,-16.429722,123.178611,41,8,9,M,4.66,12,19.43,,4.94,4,4.31,4.27,,3,2.68,1.21,3.39,2.2,1.07,1.55,7,7,,,,,,,5,,5
59251,clade2,granulum,-15.385556,124.361944,43.03,8,10,M,4.41,18,19.9,,4.87,4,5.16,4.47,,3,3.22,1.15,3.03,2.43,0.96,1.65,7,7,1,,,,,,5,,5
86036,clade2,granulum,-17.1189,125.1329,36.365,7,8,M,5.635,12,15.42,6.75,4.71,5,3.71,3.64,2,3,2.42,1.08,2.53,2.21,0.84,1.22,8,8,,,,,,2.42,6,,5
51348,clade2,granulum,-14.970278,124.923056,41.04,8,9,M,4.28,19,15.82,,4.78,4,4.3,4.69,,3,2.84,1.45,3.27,2.27,0.93,1.6,8,7,,,,,,,5,,5
57350,clade2,granulum,-14.601944,125.203889,43.5,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
57370,clade2,granulum,-14.601944,125.203889,36.36,8,9,M,3.45,15,13.7,,4.44,3,4.24,4.34,,3,2.44,1.2,3.1,2.32,0.96,1.35,8,7,,,,,,,5,,5
84680,clade2,granulum,-16.00877,127.97836,42.665,8,10,M,5.895,15,16.285,7.99,5.48,5,4.84,4.655,3,3,3.69,1.4,3.66,2.7,1.1,1.89,8,7,1,,,,,3.23,6,,5
86628,clade2,granulum,-15.81594,128.0965,39.39,8,9,M,4.18,15,12.77,,3.91,4,4.58,4.6,,3,2.27,1.18,3.38,2.51,1.03,1.35,9,7,,,,,,,7,,6
44472,clade2,granulum,-15.989722,125.3294,45,8,10,M,4.73,16,,,4.52,4,4.36,4.56,,3,2.9,1.21,2.74,2.04,1.03,1.56,7,7,,,,,,,5,,5
85930,clade2,granulum,-17.04067,125.2268,39.71,8,10,M,5.655,15,15.29,8.62,4.81,5,4.205,4.14,3,3,2.98,1.07,3.79,2.32,1.04,1.59,7,7,1,,,,,2.27,6,,5
85967,clade2,granulum,-16.99333,125.20489,39.985,8,9,M,4.65,15,15.66,7.51,4.705,4,4.42,4.045,3,3,3.06,1.34,2.98,2.29,0.85,1.51,7,7,1,,,,,2.63,6,,5
85974,clade2,granulum,-16.99333,125.20489,40.79,8,10,M,6.53,,,,,6,,,,,,,,,,,,,,,,,,,,,
86131,clade2,granulum,-17.52945,126.20999,39.72,7,10,M,4.63,15,14.345,8.06,4.455,4,4.47,4.16,3,3,2.7,1.34,2.37,2.89,1.16,1.59,8,7,1,,,,,2.23,6,,5
86189,clade2,granulum,-17.16653,125.34761,38.27,8,10,M,5.025,15,15.385,7.87,4.88,5,4.02,4.255,3,3,2.81,1.11,2.14,2.57,0.9,1.36,8,8,1,,,,,2.58,6,,5
90495,clade2,granulum,-16.54834,124.9961,37.73,8,10,M,5.3,19,12.935,6.89,4.06,5,4.46,3.85,3,3,3.23,1.29,2.64,2.55,0.95,1.38,7,7,1,,,,,2.56,6,,5
101780,clade1,Groote,-13.930504,136.49448,57.42,10,13,F,7.35,,24.07,9.34,6.41,7,5.84,5.56,3,,,,,,,,,,,,,,,5.22,8,,
101781,clade1,Groote,-13.930504,136.49448,54.87,10,12,M,7.12,16,21.93,9.31,6.28,7,5.56,5.33,3,,,,,,,,,,,,,,,5.56,9,,
101783,clade1,Groote,-13.89207,136.51138,48.95,8,11,M,6.26,14,20.95,8.59,5.62,6,4.7,4.6,3,,,,,,,,,,,,,,,4.78,9,,
56542,clade2,incognita,-21.609167,118.974167,43.97,8,10,F,6.41,,16.92,8.02,5.7,6,5.45,4.26,3,,,,,,,,,,,,,,,,6,,
60441,clade2,incognita,-21.310278,117.276111,43.75,8,10,F,6.2,,18.49,8.06,5.7,6,5.16,4.18,3,,,,,,,,,,,,,,,,7,,
62130,clade2,incognita,-20.4,118.516667,47.91,8,11,F,6.66,,20.32,8.33,5.7,6,5.02,4.41,3,,,,,,,,,,,,,,,,7,,
60780,clade2,incognita,-20.47,118.59,41.57,8,11,M,6.45,11,16.36,7.97,5.06,6,5.76,4.35,4,,,,,,,,,,,,,,,,7,,
62307,clade2,incognita,-21.609167,118.974167,49.2,9,12,M,6.85,16,21.16,8.43,5.96,6,6.4,4.74,4,,,,,,,,,,,,,,,,6,,
96766,clade1,ipsa,-17.4801,128.3877,92.75,16,21,F,11.75,,40.29,14.85,10.21,11,9.57,8.62,7,,,,,,,,,,,,,,,10.59,11,,
60884,clade1,ipsa,-17.483333,128.366667,77.6,14,15,F,12.8,,35.8,10.3,10.6,12,8.3,9,6,,,,,,,,,,,,,,,8.2,11,,
96765,clade1,ipsa,-17.4639,128.3815,83.67,16,20,M,11.19,18,37.28,13.56,10.11,11,9.37,7.85,6,,,,,,,,,,,,,,,9.01,10,,
60868,clade1,ipsa,-17.483333,128.366667,94.9,16,22,M,14.1,15,45.1,13.6,13,14,10.2,10.2,7,,,,,,,,,,,,,,,8.9,11,,
60885,clade1,ipsa,-17.483333,128.366667,66.6,12,13,M,10,16,30.7,8.6,8.6,10,7.2,7.6,5,,,,,,,,,,,,,,,7.1,9,,
60886,clade1,ipsa,-17.5,128.35,90.8,16,21,M,14,16,42.8,12.7,12.8,14,10,9.9,7,,,,,,,,,,,,,,,8.5,11,,
44661,clade2,kimberleyi,-17.8486,124.3425,45.61,9,11,F,5.33,,20.7,,4.22,5,5.49,4.59,,3,3.5,1.07,3.42,2.87,1.06,1.69,8,7,,,,,,,7,,6
54503,clade2,kimberleyi,-18.333333,125.75,53.81,9,12,F,6.25,,22.63,,5.44,6,5.42,5.16,,4,3.92,1.65,3.52,2.95,1.14,1.66,8,7,1,,,,,,6,,6
56144,clade2,kimberleyi,-21.55,121.683333,48.56,9,11,F,5.4,,18.18,,5.64,5,5.19,5.02,,4,3.36,1.39,3.95,2.78,1.34,2.1,8,8,,,,,,,7,,6
60452,clade2,kimberleyi,-17.425833,124.963611,44.25,9,10,F,4.88,,15.14,,5.21,4,4.95,4.77,,3,3.36,1.43,3.11,2.89,1.02,1.64,9,8,2,,,,,,6,,5
60462,clade2,kimberleyi,-17.423333,124.927778,48.42,10,11,F,5.47,,20.34,,5.52,5,6.1,4.86,,4,3.37,1.38,3.22,2.9,1.13,1.74,8,8,,,,,,,7,,7
60466,clade2,kimberleyi,-17.423333,124.919444,50.5,10,11,F,5.84,,20.53,,5.89,5,6.02,4.95,,3,3.28,1.69,3.12,2.91,1.21,1.85,8,7,1,,,,,,7,,6
60480,clade2,kimberleyi,-17.423333,124.927778,48.51,10,11,F,5.11,,20.1,,5.27,5,5.49,5.24,,4,3.15,1.6,3.59,2.9,1.01,1.77,8,7,1,,,,,,6,,6
62203,clade2,kimberleyi,-16.4,122.933333,44.76,8,10,F,4.77,,19.1,,5,4,4.92,4.66,,3,2.87,1.56,3.4,2.55,0.97,1.61,7,7,1,,,,,,7,,6
85982,clade2,kimberleyi,-17.14914,125.45947,37.44,7,8,F,5.6,,15.31,,4.69,5,4.19,3.86,,3,3.09,0.97,2.87,2.06,0.82,1.38,9,7,1,,,,,,7,,6
86032,clade2,kimberleyi,-17.34519,123.77831,47.05,10,9,F,7.6,,,,,7,,,,,,,,,,,,,,,,,,,,,
86116,clade2,kimberleyi,-16.49599,125.3393,55.27,12,13,F,10.28,,,,,10,,,,,,,,,,,,,,,,,,,,,
86124,clade2,kimberleyi,-16.49599,125.3393,45.83,9,11,F,7.41,,,,,7,,,,,,,,,,,,,,,,,,,,,
96817,clade2,kimberleyi,-18.391,125.84,52.445,9,12,F,6.665,,22.485,9.33,5.87,6,5.72,5.025,4,4,3.59,1.37,3.28,2.83,1.17,1.76,7,8,1,,,,,,7,,6
44840,clade2,kimberleyi,-17.8486,124.3425,52.6,10,13,M,7.4,17,22.19,9.48,6.12,7,6.28,5.1,4,,,,,,,,,,,,,,,,7,,
53043,clade2,kimberleyi,-21.23,120.312778,49.85,9,12,M,7.68,18,20.42,9.99,6.15,7,6.67,4.77,4,,,,,,,,,,,,,,,,8,,
56138,clade2,kimberleyi,-17.078056,122.711111,56.71,12,13,M,7.28,17,24.38,,5.32,7,6.41,5.39,,4,3.93,1.46,4.26,3.09,1.07,1.79,8,8,,,,,,,7,,6
56139,clade2,kimberleyi,-17.073,122.7122,52.35,11,12,M,5.31,12,23.07,,4.74,5,5.43,5.02,,4,3.18,1.33,3.38,2.85,1.06,1.44,8,8,1,,,,,,7,,6
56140,clade2,kimberleyi,-17.073056,122.712222,50.95,9,13,M,7.08,14,21.19,9.62,5.98,7,6.44,5.18,4,,,,,,,,,,,,,,,,7,,
56195,clade2,kimberleyi,-17.083611,122.659722,42,8,9,M,4.57,14,16.23,,3.86,4,4.9,4.1,,3,2.84,1.18,2.96,2.48,0.89,1.59,7,7,1,,,,,,7,,6
60460,clade2,kimberleyi,-17.423333,124.919444,52.6,11,12,M,5.69,15,21.55,,6.31,5,5.61,5.28,,3,3.71,1.72,3.81,2.99,1.3,1.8,8,7,1,,,,,,7,,6
60463,clade2,kimberleyi,-17.423333,124.927778,58.22,11,13,M,7.12,16,23.32,,6.88,7,6.6,5.44,,5,4.08,1.42,3.77,3.16,1.22,1.92,8,7,1,,,,,,7,,6
60464,clade2,kimberleyi,-17.423333,124.927778,53.64,11,13,M,6.32,16,25.25,,5.58,6,6.16,5.39,,4,3.46,1.65,4.08,3,1.38,1.91,8,7,1,,,,,,6,,6
61871,clade2,kimberleyi,-18.916667,125.266667,49.4,10,12,M,5.28,15,19.98,,5.94,5,6.86,5.14,,4,3.96,1.69,3.97,3.12,1.14,1.67,8,8,1,,,,,,7,,6
61890,clade2,kimberleyi,-18.683333,128.583333,61.26,12,14,M,8.73,17,27.92,,7.68,8,7.88,5.92,,4,4.22,2.1,3.95,3.4,1.42,1.94,8,8,1,,,,,,8,,7
62201,clade2,kimberleyi,-16.4,122.933333,48.97,9,11,M,4.74,14,18.89,,4.46,4,5.28,5.05,,4,3.21,1.45,3.16,3.16,1.14,1.82,8,7,1,,,,,,7,,6
86029,clade2,kimberleyi,-17.36813,124.0042,47.24,9,11,M,8.09,16,20.62,,5.25,8,4.54,4.46,,3,3.68,1.26,3.02,2.42,1.16,1.96,7,7,,,,,,,7,,5
86033,clade2,kimberleyi,-17.34519,123.77831,50.16,10,10,M,7.72,16,22.43,,5.38,7,6.33,5.02,,3,3.59,1.59,4.39,2.7,1.12,1.91,7,7,1,,,,,,6,,5
86058,clade2,kimberleyi,-16.48927,125.35283,52.28,10,12,M,7.77,,,,,7,,,,,,,,,,,,,,,,,,,,,
96846,clade2,kimberleyi,-18.391,125.84,47,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
96875,clade2,kimberleyi,-18.523,125.9227,47.41,9,11,M,6.355,16,20.585,8.37,5.715,6,6.08,4.85,4,4,3.66,1.53,3.33,2.87,1.23,1.78,8,7,1,,,,,,7,,6
96852,clade2,kimberleyi,-18.3241,125.8171,55,11,12,M,7.9,,,,,7,,,,,,,,,,,,,,,,,,,,,
96886,clade2,kimberleyi,-18.2928,125.5871,50,10,11,M,7,,,,,7,,,,,,,,,,,,,,,,,,,,,
84686,clade1,koira1,-16.01752,127.9766,69.99,12,16,F,9.17,,28.97,10.58,7.99,9,7.61,7.01,5,,,,,,,,,,,,,,,6.96,10,,
85267,clade1,koira1,-15.61091,131.11597,71.4,13,15,F,10.13,,,,,10,,,,,,,,,,,,,,,,,,,,,
85669,clade1,koira1,-14.74059,126.46608,70.62,13,16,F,6.97,,,,,6,,,,,,,,,,,,,,,,,,,,,
85671,clade1,koira1,-14.78444,126.49049,66.54,13,14,F,8.49,,,,,8,,,,,,,,,,,,,,,,,,,,,
85672,clade1,koira1,-14.78444,126.49049,68.25,13,14,F,9.58,,,,,9,,,,,,,,,,,,,,,,,,,,,
85686,clade1,koira1,-14.88556,126.35986,66.01,13,16,F,8.63,,,,,8,,,,,,,,,,,,,,,,,,,,,
